,CO2,Aktive,Distanz,timestamp,Teamplatzierung
0,"67,5",26,459,1599067800.0,10
0,"67,5",26,459,1599068700.0,10
0,"67,5",26,459,1599069600.0,10
0,"67,5",26,459,1599070500.0,10
0,"67,5",26,459,1599071400.0,10
0,"67,5",26,459,1599072300.0,10
0,"67,5",26,459,1599073200.0,10
0,"67,5",26,459,1599074100.0,10
0,"94,9",31,646,1599075000.0,7
0,"94,9",31,646,1599075900.0,7
0,"94,9",31,646,1599076800.0,7
0,"94,9",31,646,1599077700.0,7
0,"94,9",31,646,1599078600.0,7
0,"94,9",31,646,1599079500.0,7
0,"94,9",31,646,1599080400.0,7
0,"94,9",31,646,1599081300.0,7
0,"138,3",35,941,1599082200.0,6
0,"138,3",35,941,1599083100.0,6
0,"138,3",35,941,1599084000.0,6
0,"138,3",35,941,1599084900.0,6
0,"138,3",35,941,1599085800.0,6
0,"138,3",35,941,1599086700.0,6
0,"138,3",35,941,1599087600.0,6
0,"138,3",35,941,1599088500.0,6
0,"169,3",38,1.152,1599089400.0,6
0,"169,3",38,1.152,1599090300.0,6
0,"169,3",38,1.152,1599091200.0,6
0,"169,3",38,1.152,1599092100.0,6
0,"169,3",38,1.152,1599093000.0,6
0,"169,3",38,1.152,1599093900.0,6
0,"169,3",38,1.152,1599094800.0,6
0,"169,3",38,1.152,1599095700.0,6
0,"169,3",38,1.152,1599096600.0,6
0,"169,3",38,1.152,1599097500.0,6
0,"169,3",38,1.152,1599098400.0,6
0,"169,3",38,1.152,1599099300.0,6
0,"169,3",38,1.152,1599100200.0,6
0,"169,3",38,1.152,1599101100.0,6
0,"169,3",38,1.152,1599102000.0,6
0,"169,3",38,1.152,1599102900.0,6
0,"169,3",38,1.152,1599103800.0,6
0,"169,3",38,1.152,1599104700.0,6
0,"169,3",38,1.152,1599105600.0,6
0,"169,3",38,1.152,1599106500.0,6
0,"169,3",38,1.152,1599107400.0,6
0,"169,3",38,1.152,1599108300.0,6
0,"169,3",38,1.152,1599109200.0,6
0,"169,3",38,1.152,1599110100.0,6
0,"169,3",38,1.152,1599111120.0,6
0,"169,3",38,1.152,1599111900.0,6
0,"169,3",38,1.152,1599112800.0,6
0,"169,3",38,1.152,1599113700.0,6
0,"169,3",38,1.152,1599114660.0,6
0,"169,3",38,1.152,1599115560.0,6
0,"169,3",38,1.152,1599116400.0,6
0,"169,3",38,1.152,1599117300.0,6
0,"176,6",41,1.202,1599118200.0,6
0,"176,6",41,1.202,1599119100.0,6
0,"176,6",41,1.202,1599120000.0,6
0,"176,6",41,1.202,1599120900.0,6
0,"176,6",41,1.202,1599121920.0,6
0,"176,6",41,1.202,1599122700.0,6
0,"176,6",41,1.202,1599123660.0,6
0,"176,6",41,1.202,1599124500.0,6
0,"217,8",46,1.482,1599125520.0,6
0,"217,8",46,1.482,1599126300.0,6
0,"217,8",46,1.482,1599127200.0,6
0,"217,8",46,1.482,1599128100.0,6
0,"217,8",46,1.482,1599129000.0,6
0,"217,8",46,1.482,1599129900.0,6
0,"217,8",46,1.482,1599130920.0,6
0,"217,8",46,1.482,1599131760.0,6
0,"230,4",47,1.568,1599132600.0,7
0,"230,4",47,1.568,1599133500.0,7
0,"230,4",47,1.568,1599134460.0,7
0,"230,4",47,1.568,1599135360.0,7
0,"230,4",47,1.568,1599136200.0,7
0,"230,4",47,1.568,1599137100.0,7
0,"230,4",47,1.568,1599138000.0,7
0,"230,4",47,1.568,1599138900.0,7
0,"239,4",48,1.629,1599139800.0,7
0,"239,4",48,1.629,1599140700.0,7
0,"239,4",48,1.629,1599141780.0,7
0,"239,4",48,1.629,1599142740.0,7
0,"239,4",48,1.629,1599143700.0,7
0,"239,4",48,1.629,1599144540.0,7
0,"239,4",48,1.629,1599145200.0,7
0,"239,4",48,1.629,1599146100.0,7
0,"246,1",49,1.674,1599147000.0,7
0,"246,1",49,1.674,1599147900.0,7
0,"246,1",49,1.674,1599148860.0,7
0,"246,1",49,1.674,1599149700.0,7
0,"246,1",49,1.674,1599150660.0,7
0,"246,1",49,1.674,1599151500.0,7
0,"246,1",49,1.674,1599152640.0,7
0,"246,1",49,1.674,1599153300.0,7
0,"269,0",50,1.830,1599154200.0,7
0,"269,0",50,1.830,1599155220.0,7
0,"269,0",50,1.830,1599156000.0,7
0,"269,0",50,1.830,1599156900.0,7
0,"269,0",50,1.830,1599157800.0,7
0,"269,0",50,1.830,1599158700.0,7
0,"269,0",50,1.830,1599159600.0,7
0,"269,0",50,1.830,1599160500.0,7
0,"363,1",53,2.470,1599161400.0,7
0,"363,1",53,2.470,1599162300.0,7
0,"363,1",53,2.470,1599163200.0,7
0,"363,1",53,2.470,1599164100.0,7
0,"363,1",53,2.470,1599165000.0,7
0,"363,1",53,2.470,1599165900.0,7
0,"363,1",53,2.470,1599166800.0,7
0,"363,1",53,2.470,1599167700.0,7
0,"393,2",53,2.675,1599168600.0,7
0,"393,2",53,2.675,1599169500.0,7
0,"393,2",53,2.675,1599170400.0,7
0,"393,2",53,2.675,1599171300.0,7
0,"393,2",53,2.675,1599172200.0,7
0,"393,2",53,2.675,1599173100.0,7
0,"393,2",53,2.675,1599174000.0,7
0,"393,2",53,2.675,1599174900.0,7
0,"401,4",53,2.731,1599175800.0,7
0,"401,4",53,2.731,1599176700.0,7
0,"401,4",53,2.731,1599177600.0,7
0,"401,4",53,2.731,1599178500.0,7
0,"401,4",53,2.731,1599179400.0,7
0,"401,4",53,2.731,1599180300.0,7
0,"401,4",53,2.731,1599181200.0,7
0,"401,4",53,2.731,1599182100.0,7
0,"403,5",53,2.745,1599183000.0,7
0,"403,5",53,2.745,1599183900.0,7
0,"403,5",53,2.745,1599184800.0,7
0,"403,5",53,2.745,1599185700.0,7
0,"403,5",53,2.745,1599186600.0,7
0,"403,5",53,2.745,1599187500.0,7
0,"403,5",53,2.745,1599188400.0,7
0,"403,5",53,2.745,1599189300.0,7
0,"403,5",53,2.745,1599190200.0,7
0,"403,5",53,2.745,1599191100.0,7
0,"403,5",53,2.745,1599192000.0,7
0,"403,5",53,2.745,1599192900.0,7
0,"403,5",53,2.745,1599193800.0,7
0,"403,5",53,2.745,1599194700.0,7
0,"403,5",53,2.745,1599195600.0,7
0,"403,5",53,2.745,1599196500.0,7
0,"403,6",53,2.746,1599197400.0,7
0,"403,6",53,2.746,1599198300.0,7
0,"403,6",53,2.746,1599199200.0,7
0,"403,6",53,2.746,1599200100.0,7
0,"403,6",53,2.746,1599201060.0,7
0,"403,6",53,2.746,1599201900.0,7
0,"403,6",53,2.746,1599202800.0,7
0,"403,6",53,2.746,1599203700.0,7
0,"406,1",54,2.762,1599204660.0,7
0,"406,1",54,2.762,1599205500.0,7
0,"406,1",54,2.762,1599206400.0,7
0,"406,1",54,2.762,1599207300.0,7
0,"406,1",54,2.762,1599208200.0,7
0,"406,1",54,2.762,1599209100.0,7
0,"406,1",54,2.762,1599210000.0,7
0,"406,1",54,2.762,1599210900.0,7
0,"426,1",56,2.899,1599211800.0,7
0,"426,1",56,2.899,1599212700.0,7
0,"426,1",56,2.899,1599213600.0,7
0,"426,1",56,2.899,1599214500.0,7
0,"426,1",56,2.899,1599215400.0,7
0,"426,1",56,2.899,1599216300.0,7
0,"426,1",56,2.899,1599217200.0,7
0,"426,1",56,2.899,1599218100.0,7
0,"442,3",57,3.009,1599219180.0,7
0,"442,3",57,3.009,1599219900.0,7
0,"442,3",57,3.009,1599220800.0,7
0,"442,3",57,3.009,1599221700.0,7
0,"442,3",57,3.009,1599222600.0,7
0,"442,3",57,3.009,1599223500.0,7
0,"442,3",57,3.009,1599224400.0,7
0,"442,3",57,3.009,1599225300.0,7
0,"443,2",57,3.015,1599226200.0,7
0,"443,2",57,3.015,1599227100.0,7
0,"443,2",57,3.015,1599228000.0,7
0,"443,2",57,3.015,1599228900.0,7
0,"443,2",57,3.015,1599229800.0,7
0,"443,2",57,3.015,1599230700.0,7
0,"443,2",57,3.015,1599231600.0,7
0,"443,2",57,3.015,1599232500.0,7
0,"456,7",57,3.107,1599233400.0,7
0,"456,7",57,3.107,1599234300.0,7
0,"456,7",57,3.107,1599235200.0,7
0,"456,7",57,3.107,1599236100.0,7
0,"456,7",57,3.107,1599237000.0,7
0,"456,7",57,3.107,1599237900.0,7
0,"456,7",57,3.107,1599238800.0,7
0,"456,7",57,3.107,1599239700.0,7
0,"462,8",58,3.148,1599240600.0,7
0,"462,8",58,3.148,1599241500.0,7
0,"462,8",58,3.148,1599242400.0,7
0,"462,8",58,3.148,1599243300.0,7
0,"462,8",58,3.148,1599244200.0,7
0,"462,8",58,3.148,1599245100.0,7
0,"462,8",58,3.148,1599246000.0,7
0,"462,8",58,3.148,1599246900.0,7
0,"513,2",60,3.491,1599247800.0,7
0,"513,2",60,3.491,1599248700.0,7
0,"513,2",60,3.491,1599249600.0,7
0,"513,2",60,3.491,1599250500.0,7
0,"513,2",60,3.491,1599251400.0,7
0,"513,2",60,3.491,1599252300.0,7
0,"513,2",60,3.491,1599253200.0,7
0,"513,2",60,3.491,1599254100.0,7
0,"542,3",60,3.689,1599255000.0,7
0,"542,3",60,3.689,1599255900.0,7
0,"542,3",60,3.689,1599256800.0,7
0,"542,3",60,3.689,1599257700.0,7
0,"542,3",60,3.689,1599258600.0,7
0,"542,3",60,3.689,1599259500.0,7
0,"542,3",60,3.689,1599260400.0,7
0,"542,3",60,3.689,1599261300.0,7
0,"556,5",62,3.786,1599262200.0,7
0,"556,5",62,3.786,1599263100.0,7
0,"556,5",62,3.786,1599264000.0,7
0,"556,5",62,3.786,1599264900.0,7
0,"556,5",62,3.786,1599265800.0,7
0,"556,5",62,3.786,1599266700.0,7
0,"556,5",62,3.786,1599267600.0,7
0,"556,5",62,3.786,1599268500.0,7
0,"579,1",62,3.939,1599269400.0,7
0,"579,1",62,3.939,1599270300.0,7
0,"579,1",62,3.939,1599271200.0,7
0,"579,1",62,3.939,1599272100.0,7
0,"579,1",62,3.939,1599273000.0,7
0,"579,1",62,3.939,1599273900.0,7
0,"579,1",62,3.939,1599274800.0,7
0,"579,1",62,3.939,1599275700.0,7
0,"579,1",62,3.939,1599276600.0,7
0,"579,1",62,3.939,1599277500.0,7
0,"579,1",62,3.939,1599278400.0,7
0,"579,1",62,3.939,1599279300.0,7
0,"579,1",62,3.939,1599280200.0,7
0,"579,1",62,3.939,1599281100.0,7
0,"579,1",62,3.939,1599282000.0,7
0,"579,1",62,3.939,1599282900.0,7
0,"579,1",62,3.939,1599283800.0,7
0,"579,1",62,3.939,1599284700.0,7
0,"579,1",62,3.939,1599285600.0,7
0,"579,1",62,3.939,1599286500.0,7
0,"579,1",62,3.939,1599287400.0,7
0,"579,1",62,3.939,1599288300.0,7
0,"579,1",62,3.939,1599289200.0,7
0,"579,1",62,3.939,1599290100.0,7
0,"586,4",62,3.989,1599291000.0,7
0,"586,4",62,3.989,1599291900.0,7
0,"586,4",62,3.989,1599292800.0,7
0,"586,4",62,3.989,1599293700.0,7
0,"586,4",62,3.989,1599294600.0,7
0,"586,4",62,3.989,1599295500.0,7
0,"586,4",62,3.989,1599296400.0,7
0,"586,4",62,3.989,1599297300.0,7
0,"605,8",62,4.121,1599298200.0,7
0,"605,8",62,4.121,1599299100.0,7
0,"605,8",62,4.121,1599300000.0,7
0,"605,8",62,4.121,1599300900.0,7
0,"605,8",62,4.121,1599301800.0,7
0,"605,8",62,4.121,1599302700.0,7
0,"605,8",62,4.121,1599303600.0,7
0,"605,8",62,4.121,1599304500.0,7
0,"620,9",63,4.224,1599305400.0,7
0,"620,9",63,4.224,1599306300.0,7
0,"620,9",63,4.224,1599307200.0,7
0,"620,9",63,4.224,1599308100.0,7
0,"620,9",63,4.224,1599309000.0,7
0,"620,9",63,4.224,1599309900.0,7
0,"620,9",63,4.224,1599310800.0,7
0,"620,9",63,4.224,1599311700.0,7
0,"626,9",63,4.265,1599312600.0,7
0,"626,9",63,4.265,1599313500.0,7
0,"626,9",63,4.265,1599314400.0,7
0,"626,9",63,4.265,1599315300.0,7
0,"626,9",63,4.265,1599316200.0,7
0,"626,9",63,4.265,1599317100.0,7
0,"626,9",63,4.265,1599318000.0,7
0,"626,9",63,4.265,1599318900.0,7
0,"626,4",63,4.262,1599319800.0,7
0,"626,4",63,4.262,1599320700.0,7
0,"626,4",63,4.262,1599321600.0,7
0,"626,4",63,4.262,1599322500.0,7
0,"626,4",63,4.262,1599323400.0,7
0,"626,4",63,4.262,1599324300.0,7
0,"626,4",63,4.262,1599325200.0,7
0,"626,4",63,4.262,1599326100.0,7
0,"665,2",63,4.525,1599327000.0,7
0,"665,2",63,4.525,1599327900.0,7
0,"665,2",63,4.525,1599328800.0,7
0,"665,2",63,4.525,1599329700.0,7
0,"665,2",63,4.525,1599330600.0,7
0,"665,2",63,4.525,1599331500.0,7
0,"665,2",63,4.525,1599332400.0,7
0,"665,2",63,4.525,1599333300.0,7
0,"787,7",64,5.358,1599334200.0,6
0,"787,7",64,5.358,1599335100.0,6
0,"787,7",64,5.358,1599336000.0,6
0,"787,7",64,5.358,1599336900.0,6
0,"787,7",64,5.358,1599337800.0,6
0,"787,7",64,5.358,1599338700.0,6
0,"787,7",64,5.358,1599339600.0,6
0,"787,7",64,5.358,1599340500.0,6
0,"872,9",64,5.938,1599341400.0,6
0,"872,9",64,5.938,1599342300.0,6
0,"872,9",64,5.938,1599343200.0,6
0,"872,9",64,5.938,1599344100.0,6
0,"872,9",64,5.938,1599345000.0,6
0,"872,9",64,5.938,1599345900.0,6
